id,contig,start,end,strand,function_num
WP_001805835.1,NC_002745.2,2643247,2643735,-,11
WP_000725225.1,NC_002745.2,2643910,2644677,-,11
WP_000379821.1,NC_002745.2,2645038,2646849,-,8
WP_000996739.1,NC_002745.2,2647362,2647850,-,11
WP_000751263.1,NC_002745.2,2648126,2648827,-,11
WP_000200684.1,NC_002745.2,2649435,2650490,-,11
WP_223181132.1,NC_002745.2,2650617,2650715,-,9
WP_001789900.1,NC_002745.2,2650900,2651469,+,9
WP_001795157.1,NC_002745.2,2651667,2652167,+,11
WP_000697134.1,NC_002745.2,2652387,2652617,+,9
WP_000616225.1,NC_002745.2,2652919,2653296,-,11
WP_000651837.1,NC_002745.2,2653313,2654134,-,11
WP_000055856.1,NC_002745.2,2654154,2654453,-,11
WP_001224187.1,NC_002745.2,2654584,2655141,+,11
WP_000161829.1,NC_002745.2,2655134,2655838,+,11
WP_000836421.1,NC_002745.2,2655936,2656946,+,11
WP_000448918.1,NC_002745.2,2656966,2657796,+,11
WP_000706515.1,NC_002745.2,2657943,2658833,-,11
WP_000895182.1,NC_002745.2,2658930,2660270,-,11
WP_001163746.1,NC_002745.2,2660264,2661370,-,11
WP_000447709.1,NC_002745.2,2661703,2661999,-,11
WP_000066369.1,NC_002745.2,2661987,2662355,-,11
WP_020977619.1,NC_002745.2,2662370,2662648,-,11
WP_001005523.1,NC_002745.2,2662989,2663855,-,11
WP_000277419.1,NC_002745.2,2664073,2665137,+,11
WP_000159839.1,NC_002745.2,2665292,2665567,+,11
WP_000606210.1,NC_002745.2,2665753,2666475,-,4
WP_000125705.1,NC_002745.2,2666829,2667278,+,6
WP_000151110.1,NC_002745.2,2667359,2667946,-,11
WP_001071595.1,NC_002745.2,2668089,2669771,+,11
WP_000755991.1,NC_002745.2,2669869,2670504,-,11
WP_001092058.1,NC_002745.2,2671339,2672001,-,6
WP_010959190.1,NC_002745.2,2672393,2672452,+,9
WP_001072201.1,NC_002745.2,2672535,2673266,+,11
WP_000067268.1,NC_002745.2,2673392,2674174,-,11
WP_000361059.1,NC_002745.2,2674325,2674702,-,7
WP_001557544.1,NC_002745.2,2674709,2676601,-,4
WP_000868132.1,NC_002745.2,2676598,2677683,-,10
WP_000621532.1,NC_002745.2,2678651,2679034,-,6
WP_000163737.1,NC_002745.2,2679036,2679887,-,6
WP_000860047.1,NC_002745.2,2679880,2680698,-,11
WP_000953572.1,NC_002745.2,2680771,2681631,+,11
WP_000186117.1,NC_002745.2,2681717,2682421,-,6
WP_000846636.1,NC_002745.2,2682699,2683658,-,11
WP_000534425.1,NC_002745.2,2684344,2685792,+,8
WP_000030072.1,NC_002745.2,2685873,2687210,-,11
WP_001237629.1,NC_002745.2,2687468,2687884,+,9
WP_001031409.1,NC_002745.2,2688007,2688897,+,5
WP_001130051.1,NC_002745.2,2689091,2690587,-,11
WP_001791980.1,NC_002745.2,2690883,2691212,+,9
WP_001172341.1,NC_002745.2,2691272,2692870,-,11
WP_001028775.1,NC_002745.2,2693064,2693507,-,11
WP_000011688.1,NC_002745.2,2693787,2693999,-,9
WP_000066521.1,NC_002745.2,2694277,2695986,-,11
WP_000421713.1,NC_002745.2,2696247,2697737,-,11
WP_001789908.1,NC_002745.2,2697806,2697901,+,9
WP_000198598.1,NC_002745.2,2697990,2698553,+,11
WP_000711870.1,NC_002745.2,2698724,2700346,-,8
WP_001791976.1,NC_002745.2,2700478,2700639,+,9
WP_001791975.1,NC_002745.2,2700655,2700765,-,9
WP_000173331.1,NC_002745.2,2700865,2701401,-,11
WP_001071729.1,NC_002745.2,2701398,2703248,-,11
WP_001083499.1,NC_002745.2,2703438,2704808,-,11
WP_001789304.1,NC_002745.2,2705130,2705225,-,9
WP_001057052.1,NC_002745.2,2705301,2705906,-,11
WP_000775150.1,NC_002745.2,2705969,2707849,-,11
WP_010956583.1,NC_002745.2,2708043,2708135,+,9
WP_001065268.1,NC_002745.2,2708243,2708740,-,11
WP_078061229.1,NC_002745.2,2708750,2709010,-,11
WP_000776751.1,NC_002745.2,2710164,2712164,-,11
WP_000923760.1,NC_002745.2,2712161,2712916,-,8
WP_000143425.1,NC_002745.2,2713024,2713911,-,11
WP_000697877.1,NC_002745.2,2713922,2714587,-,11
WP_000604730.1,NC_002745.2,2714613,2714813,-,9
WP_000953755.1,NC_002745.2,2715011,2716435,+,11
WP_000731976.1,NC_002745.2,2716495,2716596,-,9
WP_000106185.1,NC_002745.2,2716718,2717173,-,7
WP_000323441.1,NC_002745.2,2717418,2718179,-,6
WP_000745891.1,NC_002745.2,2718295,2720928,-,11
WP_000138218.1,NC_002745.2,2721278,2721982,-,6
WP_000660028.1,NC_002745.2,2722081,2723022,-,11
WP_001005835.1,NC_002745.2,2723039,2724469,-,8
WP_000136162.1,NC_002745.2,2724560,2725570,-,11
WP_000129417.1,NC_002745.2,2725603,2726838,-,11
WP_031775727.1,NC_002745.2,2727015,2727149,-,9
WP_000748760.1,NC_002745.2,2727185,2727634,-,11
WP_001225022.1,NC_002745.2,2728001,2729530,-,11
WP_001044560.1,NC_002745.2,2729954,2730481,-,1
WP_000734801.1,NC_002745.2,2730739,2731197,+,11
WP_000887022.1,NC_002745.2,2731437,2733311,+,11
WP_000706111.1,NC_002745.2,2733387,2735339,+,11
WP_001173201.1,NC_002745.2,2735353,2736291,+,11
WP_000786115.1,NC_002745.2,2736403,2739384,-,11
WP_001125628.1,NC_002745.2,2739595,2741454,+,11
WP_000088195.1,NC_002745.2,2741719,2742279,-,11
WP_001151890.1,NC_002745.2,2742448,2744355,-,11
WP_000593156.1,NC_002745.2,2744596,2745954,-,11
WP_000158423.1,NC_002745.2,2745947,2747455,-,11
WP_000680945.1,NC_002745.2,2747473,2749863,-,4
WP_000916728.1,NC_002745.2,2749853,2750812,-,11
WP_001137481.1,NC_002745.2,2750790,2752358,-,11
WP_000873202.1,NC_002745.2,2752348,2753901,-,11
WP_000916127.1,NC_002745.2,2753912,2755123,-,8
WP_000044547.1,NC_002745.2,2755253,2762068,-,2
WP_001109873.1,NC_002745.2,2762612,2763304,-,11
WP_001260044.1,NC_002745.2,2763985,2764287,+,11
WP_000603479.1,NC_002745.2,2764441,2764800,+,1
WP_000287924.1,NC_002745.2,2764885,2765496,-,11
WP_000261962.1,NC_002745.2,2765575,2766051,-,6
WP_000244277.1,NC_002745.2,2766054,2766554,-,11
WP_000565310.1,NC_002745.2,2766789,2767556,-,9
WP_000185863.1,NC_002745.2,2767553,2768245,-,11
WP_000659683.1,NC_002745.2,2768262,2768924,-,9
WP_000653261.1,NC_002745.2,2769773,2770333,-,11
WP_001159430.1,NC_002745.2,2770497,2771735,+,8
WP_000240580.1,NC_002745.2,2771699,2772004,+,11
WP_000877369.1,NC_002745.2,2772001,2772873,+,4
WP_000723836.1,NC_002745.2,2772860,2773912,+,8
WP_000842040.1,NC_002745.2,2774247,2776289,-,11
WP_000837587.1,NC_002745.2,2777010,2777189,-,9
WP_000571742.1,NC_002745.2,2778766,2779470,-,11
WP_000635623.1,NC_002745.2,2779463,2780041,-,11
WP_000640266.1,NC_002745.2,2780038,2780616,-,11
WP_000639184.1,NC_002745.2,2780585,2781598,-,11
WP_000930649.1,NC_002745.2,2781614,2782864,-,11
WP_000944149.1,NC_002745.2,2782857,2783471,-,11
WP_001065591.1,NC_002745.2,2783489,2784307,-,11
WP_000549222.1,NC_002745.2,2784611,2785735,-,11
WP_000610973.1,NC_002745.2,2785853,2786350,-,11
WP_001077823.1,NC_002745.2,2786397,2787230,-,11
WP_000138654.1,NC_002745.2,2787227,2788939,-,8
WP_000743711.1,NC_002745.2,2788992,2789546,-,8
WP_000528922.1,NC_002745.2,2789575,2790423,-,11
WP_000181124.1,NC_002745.2,2790802,2791317,+,2
WP_000082559.1,NC_002745.2,2791468,2792439,-,11
WP_001109281.1,NC_002745.2,2792683,2793639,+,4
WP_000547838.1,NC_002745.2,2793791,2794429,+,11
WP_000956429.1,NC_002745.2,2794548,2795315,-,8
WP_000116416.1,NC_002745.2,2795305,2795643,-,11
WP_000208909.1,NC_002745.2,2795810,2796274,+,11
WP_000432352.1,NC_002745.2,2796512,2797930,+,8
WP_001019815.1,NC_002745.2,2798344,2799252,-,8
WP_000174573.1,NC_002745.2,2799474,2800049,+,11
WP_000215631.1,NC_002745.2,2800211,2801227,+,8
WP_001017423.1,NC_002745.2,2801470,2802264,+,11
WP_000410764.1,NC_002745.2,2802398,2802910,-,8
WP_000154162.1,NC_002745.2,2803193,2803951,+,11
WP_000143647.1,NC_002745.2,2803941,2805821,+,8
WP_000672033.1,NC_002745.2,2805913,2806104,+,1
WP_001059079.1,NC_002745.2,2806496,2806696,+,11
WP_001054128.1,NC_002745.2,2806814,2807383,-,11
WP_000779134.1,NC_002745.2,2807643,2808038,-,8
WP_000491382.1,NC_002745.2,2808106,2808459,-,1
WP_000742837.1,NC_002745.2,2808910,2809749,-,11
WP_000215587.1,NC_002745.2,2809792,2810511,-,11
WP_000249657.1,NC_002745.2,2810511,2812388,-,4
WP_000362509.1,NC_002745.2,2812455,2813834,-,11
WP_001789343.1,NC_002745.2,2813991,2814344,-,4
WP_000240855.1,NC_002745.2,2814465,2814602,-,9
WP_001181101.1,NC_003140.1,232,1215,+,4
WP_000695366.1,NC_003140.1,2071,2220,+,11
WP_000691527.1,NC_003140.1,2388,3080,-,11
WP_001004925.1,NC_003140.1,3190,3384,+,9
WP_000616816.1,NC_003140.1,4501,5118,+,11
WP_000119690.1,NC_003140.1,5137,5484,+,11
WP_001791613.1,NC_003140.1,5641,5733,+,8
WP_000481279.1,NC_003140.1,5905,6876,-,11
WP_000418035.1,NC_003140.1,7000,7419,+,11
WP_000733285.1,NC_003140.1,7945,8790,-,11
WP_001096381.1,NC_003140.1,8897,10654,+,11
WP_000182645.1,NC_003140.1,10644,11024,+,7
WP_000690638.1,NC_003140.1,11288,11881,+,11
WP_000790712.1,NC_003140.1,11853,13295,+,11
WP_000164959.1,NC_003140.1,13288,14046,+,11
WP_000120603.1,NC_003140.1,14107,14421,+,11
WP_001838797.1,NC_003140.1,14418,15710,+,8
WP_000358995.1,NC_003140.1,15728,16123,+,11
WP_000726502.1,NC_003140.1,16503,16796,+,11
WP_000713731.1,NC_003140.1,16871,18805,+,9
WP_000831610.1,NC_003140.1,18809,19120,+,11
WP_000593103.1,NC_003140.1,19132,19758,+,8
WP_000273007.1,NC_003140.1,20706,21206,+,11
WP_000145511.1,NC_003140.1,21570,22430,+,4
WP_001002795.1,NC_003140.1,23071,23166,-,9
WP_000466617.1,NC_003140.1,23315,23500,+,11
WP_000843735.1,NC_003140.1,23716,24459,-,11
