Description	Count	contig
unknown function	9	ESCO001.0321.00482.C001.PICI.TypeB.variant0002.Set2
tRNAs	0	ESCO001.0321.00482.C001.PICI.TypeB.variant0002.Set2
CRISPRs	0	ESCO001.0321.00482.C001.PICI.TypeB.variant0002.Set2
tmRNAs	0	ESCO001.0321.00482.C001.PICI.TypeB.variant0002.Set2
VFDB_Virulence_Factors	0	ESCO001.0321.00482.C001.PICI.TypeB.variant0002.Set2
CARD_AMR_Genes	0	ESCO001.0321.00482.C001.PICI.TypeB.variant0002.Set2
CDS	21	STEP001.0321.00018.C001.PICI.TypeB.variant0002.Set1
connector	0	STEP001.0321.00018.C001.PICI.TypeB.variant0002.Set1
DNA, RNA and nucleotide metabolism	4	STEP001.0321.00018.C001.PICI.TypeB.variant0002.Set1
head and packaging	1	STEP001.0321.00018.C001.PICI.TypeB.variant0002.Set1
integration and excision	1	STEP001.0321.00018.C001.PICI.TypeB.variant0002.Set1
lysis	0	STEP001.0321.00018.C001.PICI.TypeB.variant0002.Set1
moron, auxiliary metabolic gene and host takeover	0	STEP001.0321.00018.C001.PICI.TypeB.variant0002.Set1
other	0	STEP001.0321.00018.C001.PICI.TypeB.variant0002.Set1
tail	0	STEP001.0321.00018.C001.PICI.TypeB.variant0002.Set1
transcription regulation	2	STEP001.0321.00018.C001.PICI.TypeB.variant0002.Set1
unknown function	13	STEP001.0321.00018.C001.PICI.TypeB.variant0002.Set1
tRNAs	0	STEP001.0321.00018.C001.PICI.TypeB.variant0002.Set1
CRISPRs	0	STEP001.0321.00018.C001.PICI.TypeB.variant0002.Set1
tmRNAs	0	STEP001.0321.00018.C001.PICI.TypeB.variant0002.Set1
VFDB_Virulence_Factors	0	STEP001.0321.00018.C001.PICI.TypeB.variant0002.Set1
CARD_AMR_Genes	0	STEP001.0321.00018.C001.PICI.TypeB.variant0002.Set1
CDS	22	STAU002.0321.00325.C001.PICI.TypeB.variant0002.Set2
connector	0	STAU002.0321.00325.C001.PICI.TypeB.variant0002.Set2
DNA, RNA and nucleotide metabolism	3	STAU002.0321.00325.C001.PICI.TypeB.variant0002.Set2
head and packaging	2	STAU002.0321.00325.C001.PICI.TypeB.variant0002.Set2
integration and excision	1	STAU002.0321.00325.C001.PICI.TypeB.variant0002.Set2
lysis	0	STAU002.0321.00325.C001.PICI.TypeB.variant0002.Set2
moron, auxiliary metabolic gene and host takeover	0	STAU002.0321.00325.C001.PICI.TypeB.variant0002.Set2
other	0	STAU002.0321.00325.C001.PICI.TypeB.variant0002.Set2
tail	0	STAU002.0321.00325.C001.PICI.TypeB.variant0002.Set2
transcription regulation	2	STAU002.0321.00325.C001.PICI.TypeB.variant0002.Set2
unknown function	14	STAU002.0321.00325.C001.PICI.TypeB.variant0002.Set2
tRNAs	0	STAU002.0321.00325.C001.PICI.TypeB.variant0002.Set2
CRISPRs	0	STAU002.0321.00325.C001.PICI.TypeB.variant0002.Set2
tmRNAs	0	STAU002.0321.00325.C001.PICI.TypeB.variant0002.Set2
VFDB_Virulence_Factors	0	STAU002.0321.00325.C001.PICI.TypeB.variant0002.Set2
CARD_AMR_Genes	0	STAU002.0321.00325.C001.PICI.TypeB.variant0002.Set2
CDS	21	STAU002.0321.00175.C001.PICI.TypeB.variant0002.Set2
connector	0	STAU002.0321.00175.C001.PICI.TypeB.variant0002.Set2
DNA, RNA and nucleotide metabolism	3	STAU002.0321.00175.C001.PICI.TypeB.variant0002.Set2
head and packaging	2	STAU002.0321.00175.C001.PICI.TypeB.variant0002.Set2
integration and excision	1	STAU002.0321.00175.C001.PICI.TypeB.variant0002.Set2
lysis	0	STAU002.0321.00175.C001.PICI.TypeB.variant0002.Set2
moron, auxiliary metabolic gene and host takeover	0	STAU002.0321.00175.C001.PICI.TypeB.variant0002.Set2
other	0	STAU002.0321.00175.C001.PICI.TypeB.variant0002.Set2
tail	0	STAU002.0321.00175.C001.PICI.TypeB.variant0002.Set2
transcription regulation	2	STAU002.0321.00175.C001.PICI.TypeB.variant0002.Set2
unknown function	13	STAU002.0321.00175.C001.PICI.TypeB.variant0002.Set2
tRNAs	0	STAU002.0321.00175.C001.PICI.TypeB.variant0002.Set2
CRISPRs	0	STAU002.0321.00175.C001.PICI.TypeB.variant0002.Set2
tmRNAs	0	STAU002.0321.00175.C001.PICI.TypeB.variant0002.Set2
VFDB_Virulence_Factors	0	STAU002.0321.00175.C001.PICI.TypeB.variant0002.Set2
CARD_AMR_Genes	0	STAU002.0321.00175.C001.PICI.TypeB.variant0002.Set2
CDS	18	STSP129.0321.00001.C001.PICI.TypeB.variant0002.Set1
connector	0	STSP129.0321.00001.C001.PICI.TypeB.variant0002.Set1
DNA, RNA and nucleotide metabolism	3	STSP129.0321.00001.C001.PICI.TypeB.variant0002.Set1
head and packaging	2	STSP129.0321.00001.C001.PICI.TypeB.variant0002.Set1
integration and excision	1	STSP129.0321.00001.C001.PICI.TypeB.variant0002.Set1
lysis	0	STSP129.0321.00001.C001.PICI.TypeB.variant0002.Set1
moron, auxiliary metabolic gene and host takeover	0	STSP129.0321.00001.C001.PICI.TypeB.variant0002.Set1
other	0	STSP129.0321.00001.C001.PICI.TypeB.variant0002.Set1
tail	0	STSP129.0321.00001.C001.PICI.TypeB.variant0002.Set1
transcription regulation	2	STSP129.0321.00001.C001.PICI.TypeB.variant0002.Set1
unknown function	10	STSP129.0321.00001.C001.PICI.TypeB.variant0002.Set1
tRNAs	0	STSP129.0321.00001.C001.PICI.TypeB.variant0002.Set1
CRISPRs	0	STSP129.0321.00001.C001.PICI.TypeB.variant0002.Set1
tmRNAs	0	STSP129.0321.00001.C001.PICI.TypeB.variant0002.Set1
VFDB_Virulence_Factors	0	STSP129.0321.00001.C001.PICI.TypeB.variant0002.Set1
CARD_AMR_Genes	0	STSP129.0321.00001.C001.PICI.TypeB.variant0002.Set1
CDS	13	MYTU002.0321.00205.C001.PICI.TypeB.variant0003.Set1
connector	0	MYTU002.0321.00205.C001.PICI.TypeB.variant0003.Set1
DNA, RNA and nucleotide metabolism	0	MYTU002.0321.00205.C001.PICI.TypeB.variant0003.Set1
head and packaging	3	MYTU002.0321.00205.C001.PICI.TypeB.variant0003.Set1
integration and excision	2	MYTU002.0321.00205.C001.PICI.TypeB.variant0003.Set1
lysis	0	MYTU002.0321.00205.C001.PICI.TypeB.variant0003.Set1
moron, auxiliary metabolic gene and host takeover	0	MYTU002.0321.00205.C001.PICI.TypeB.variant0003.Set1
other	0	MYTU002.0321.00205.C001.PICI.TypeB.variant0003.Set1
tail	0	MYTU002.0321.00205.C001.PICI.TypeB.variant0003.Set1
transcription regulation	0	MYTU002.0321.00205.C001.PICI.TypeB.variant0003.Set1
unknown function	8	MYTU002.0321.00205.C001.PICI.TypeB.variant0003.Set1
tRNAs	0	MYTU002.0321.00205.C001.PICI.TypeB.variant0003.Set1
CRISPRs	0	MYTU002.0321.00205.C001.PICI.TypeB.variant0003.Set1
tmRNAs	0	MYTU002.0321.00205.C001.PICI.TypeB.variant0003.Set1
VFDB_Virulence_Factors	0	MYTU002.0321.00205.C001.PICI.TypeB.variant0003.Set1
CARD_AMR_Genes	0	MYTU002.0321.00205.C001.PICI.TypeB.variant0003.Set1
CDS	23	STAU002.0321.00524.C001.PICI.TypeB.variant0002.Set1
connector	0	STAU002.0321.00524.C001.PICI.TypeB.variant0002.Set1
DNA, RNA and nucleotide metabolism	3	STAU002.0321.00524.C001.PICI.TypeB.variant0002.Set1
head and packaging	2	STAU002.0321.00524.C001.PICI.TypeB.variant0002.Set1
integration and excision	1	STAU002.0321.00524.C001.PICI.TypeB.variant0002.Set1
lysis	0	STAU002.0321.00524.C001.PICI.TypeB.variant0002.Set1
moron, auxiliary metabolic gene and host takeover	0	STAU002.0321.00524.C001.PICI.TypeB.variant0002.Set1
other	0	STAU002.0321.00524.C001.PICI.TypeB.variant0002.Set1
tail	0	STAU002.0321.00524.C001.PICI.TypeB.variant0002.Set1
transcription regulation	1	STAU002.0321.00524.C001.PICI.TypeB.variant0002.Set1
unknown function	16	STAU002.0321.00524.C001.PICI.TypeB.variant0002.Set1
tRNAs	0	STAU002.0321.00524.C001.PICI.TypeB.variant0002.Set1
CRISPRs	0	STAU002.0321.00524.C001.PICI.TypeB.variant0002.Set1
tmRNAs	0	STAU002.0321.00524.C001.PICI.TypeB.variant0002.Set1
VFDB_Virulence_Factors	0	STAU002.0321.00524.C001.PICI.TypeB.variant0002.Set1
CARD_AMR_Genes	0	STAU002.0321.00524.C001.PICI.TypeB.variant0002.Set1
CDS	21	STWA001.0321.00006.C001.PICI.TypeB.variant0002.Set1
connector	0	STWA001.0321.00006.C001.PICI.TypeB.variant0002.Set1
DNA, RNA and nucleotide metabolism	3	STWA001.0321.00006.C001.PICI.TypeB.variant0002.Set1
head and packaging	3	STWA001.0321.00006.C001.PICI.TypeB.variant0002.Set1
integration and excision	1	STWA001.0321.00006.C001.PICI.TypeB.variant0002.Set1
lysis	0	STWA001.0321.00006.C001.PICI.TypeB.variant0002.Set1
moron, auxiliary metabolic gene and host takeover	0	STWA001.0321.00006.C001.PICI.TypeB.variant0002.Set1
other	0	STWA001.0321.00006.C001.PICI.TypeB.variant0002.Set1
tail	0	STWA001.0321.00006.C001.PICI.TypeB.variant0002.Set1
transcription regulation	2	STWA001.0321.00006.C001.PICI.TypeB.variant0002.Set1
unknown function	12	STWA001.0321.00006.C001.PICI.TypeB.variant0002.Set1
tRNAs	0	STWA001.0321.00006.C001.PICI.TypeB.variant0002.Set1
CRISPRs	0	STWA001.0321.00006.C001.PICI.TypeB.variant0002.Set1
tmRNAs	0	STWA001.0321.00006.C001.PICI.TypeB.variant0002.Set1
VFDB_Virulence_Factors	0	STWA001.0321.00006.C001.PICI.TypeB.variant0002.Set1
CARD_AMR_Genes	0	STWA001.0321.00006.C001.PICI.TypeB.variant0002.Set1
CDS	13	MYTU002.0321.00084.C001.PICI.TypeB.variant0003.Set1
connector	0	MYTU002.0321.00084.C001.PICI.TypeB.variant0003.Set1
DNA, RNA and nucleotide metabolism	0	MYTU002.0321.00084.C001.PICI.TypeB.variant0003.Set1
head and packaging	3	MYTU002.0321.00084.C001.PICI.TypeB.variant0003.Set1
integration and excision	2	MYTU002.0321.00084.C001.PICI.TypeB.variant0003.Set1
lysis	0	MYTU002.0321.00084.C001.PICI.TypeB.variant0003.Set1
moron, auxiliary metabolic gene and host takeover	0	MYTU002.0321.00084.C001.PICI.TypeB.variant0003.Set1
other	0	MYTU002.0321.00084.C001.PICI.TypeB.variant0003.Set1
tail	0	MYTU002.0321.00084.C001.PICI.TypeB.variant0003.Set1
transcription regulation	0	MYTU002.0321.00084.C001.PICI.TypeB.variant0003.Set1
unknown function	8	MYTU002.0321.00084.C001.PICI.TypeB.variant0003.Set1
tRNAs	0	MYTU002.0321.00084.C001.PICI.TypeB.variant0003.Set1
CRISPRs	0	MYTU002.0321.00084.C001.PICI.TypeB.variant0003.Set1
tmRNAs	0	MYTU002.0321.00084.C001.PICI.TypeB.variant0003.Set1
VFDB_Virulence_Factors	0	MYTU002.0321.00084.C001.PICI.TypeB.variant0003.Set1
CARD_AMR_Genes	0	MYTU002.0321.00084.C001.PICI.TypeB.variant0003.Set1
CDS	25	STAU002.0321.00037.C001.PICI.TypeB.variant0002.Set2
connector	0	STAU002.0321.00037.C001.PICI.TypeB.variant0002.Set2
DNA, RNA and nucleotide metabolism	3	STAU002.0321.00037.C001.PICI.TypeB.variant0002.Set2
head and packaging	2	STAU002.0321.00037.C001.PICI.TypeB.variant0002.Set2
integration and excision	1	STAU002.0321.00037.C001.PICI.TypeB.variant0002.Set2
lysis	0	STAU002.0321.00037.C001.PICI.TypeB.variant0002.Set2
moron, auxiliary metabolic gene and host takeover	2	STAU002.0321.00037.C001.PICI.TypeB.variant0002.Set2
other	1	STAU002.0321.00037.C001.PICI.TypeB.variant0002.Set2
tail	0	STAU002.0321.00037.C001.PICI.TypeB.variant0002.Set2
transcription regulation	2	STAU002.0321.00037.C001.PICI.TypeB.variant0002.Set2
unknown function	14	STAU002.0321.00037.C001.PICI.TypeB.variant0002.Set2
tRNAs	0	STAU002.0321.00037.C001.PICI.TypeB.variant0002.Set2
CRISPRs	0	STAU002.0321.00037.C001.PICI.TypeB.variant0002.Set2
tmRNAs	0	STAU002.0321.00037.C001.PICI.TypeB.variant0002.Set2
VFDB_Virulence_Factors	0	STAU002.0321.00037.C001.PICI.TypeB.variant0002.Set2
CARD_AMR_Genes	0	STAU002.0321.00037.C001.PICI.TypeB.variant0002.Set2
CDS	22	STAU002.0321.00245.C001.PICI.TypeB.variant0002.Set1
connector	0	STAU002.0321.00245.C001.PICI.TypeB.variant0002.Set1
DNA, RNA and nucleotide metabolism	3	STAU002.0321.00245.C001.PICI.TypeB.variant0002.Set1
head and packaging	2	STAU002.0321.00245.C001.PICI.TypeB.variant0002.Set1
integration and excision	1	STAU002.0321.00245.C001.PICI.TypeB.variant0002.Set1
lysis	0	STAU002.0321.00245.C001.PICI.TypeB.variant0002.Set1
moron, auxiliary metabolic gene and host takeover	0	STAU002.0321.00245.C001.PICI.TypeB.variant0002.Set1
other	0	STAU002.0321.00245.C001.PICI.TypeB.variant0002.Set1
tail	0	STAU002.0321.00245.C001.PICI.TypeB.variant0002.Set1
transcription regulation	2	STAU002.0321.00245.C001.PICI.TypeB.variant0002.Set1
unknown function	14	STAU002.0321.00245.C001.PICI.TypeB.variant0002.Set1
tRNAs	0	STAU002.0321.00245.C001.PICI.TypeB.variant0002.Set1
CRISPRs	0	STAU002.0321.00245.C001.PICI.TypeB.variant0002.Set1
tmRNAs	0	STAU002.0321.00245.C001.PICI.TypeB.variant0002.Set1
VFDB_Virulence_Factors	0	STAU002.0321.00245.C001.PICI.TypeB.variant0002.Set1
CARD_AMR_Genes	0	STAU002.0321.00245.C001.PICI.TypeB.variant0002.Set1
CDS	13	MYTU002.0321.00106.C001.PICI.TypeB.variant0004.Set1
connector	0	MYTU002.0321.00106.C001.PICI.TypeB.variant0004.Set1
DNA, RNA and nucleotide metabolism	1	MYTU002.0321.00106.C001.PICI.TypeB.variant0004.Set1
head and packaging	3	MYTU002.0321.00106.C001.PICI.TypeB.variant0004.Set1
integration and excision	1	MYTU002.0321.00106.C001.PICI.TypeB.variant0004.Set1
lysis	0	MYTU002.0321.00106.C001.PICI.TypeB.variant0004.Set1
moron, auxiliary metabolic gene and host takeover	0	MYTU002.0321.00106.C001.PICI.TypeB.variant0004.Set1
other	0	MYTU002.0321.00106.C001.PICI.TypeB.variant0004.Set1
tail	0	MYTU002.0321.00106.C001.PICI.TypeB.variant0004.Set1
transcription regulation	0	MYTU002.0321.00106.C001.PICI.TypeB.variant0004.Set1
unknown function	8	MYTU002.0321.00106.C001.PICI.TypeB.variant0004.Set1
tRNAs	0	MYTU002.0321.00106.C001.PICI.TypeB.variant0004.Set1
CRISPRs	0	MYTU002.0321.00106.C001.PICI.TypeB.variant0004.Set1
tmRNAs	0	MYTU002.0321.00106.C001.PICI.TypeB.variant0004.Set1
VFDB_Virulence_Factors	0	MYTU002.0321.00106.C001.PICI.TypeB.variant0004.Set1
CARD_AMR_Genes	0	MYTU002.0321.00106.C001.PICI.TypeB.variant0004.Set1
CDS	20	BIAN002.0321.00009.C001.PICI.TypeB.variant0001.Set1
connector	0	BIAN002.0321.00009.C001.PICI.TypeB.variant0001.Set1
DNA, RNA and nucleotide metabolism	2	BIAN002.0321.00009.C001.PICI.TypeB.variant0001.Set1
head and packaging	1	BIAN002.0321.00009.C001.PICI.TypeB.variant0001.Set1
integration and excision	2	BIAN002.0321.00009.C001.PICI.TypeB.variant0001.Set1
lysis	0	BIAN002.0321.00009.C001.PICI.TypeB.variant0001.Set1
moron, auxiliary metabolic gene and host takeover	0	BIAN002.0321.00009.C001.PICI.TypeB.variant0001.Set1
other	0	BIAN002.0321.00009.C001.PICI.TypeB.variant0001.Set1
tail	0	BIAN002.0321.00009.C001.PICI.TypeB.variant0001.Set1
transcription regulation	0	BIAN002.0321.00009.C001.PICI.TypeB.variant0001.Set1
unknown function	15	BIAN002.0321.00009.C001.PICI.TypeB.variant0001.Set1
tRNAs	0	BIAN002.0321.00009.C001.PICI.TypeB.variant0001.Set1
CRISPRs	0	BIAN002.0321.00009.C001.PICI.TypeB.variant0001.Set1
tmRNAs	0	BIAN002.0321.00009.C001.PICI.TypeB.variant0001.Set1
VFDB_Virulence_Factors	0	BIAN002.0321.00009.C001.PICI.TypeB.variant0001.Set1
CARD_AMR_Genes	0	BIAN002.0321.00009.C001.PICI.TypeB.variant0001.Set1
CDS	23	ESCO001.0321.01354.C001.PICI.TypeA.Set1
connector	0	ESCO001.0321.01354.C001.PICI.TypeA.Set1
DNA, RNA and nucleotide metabolism	1	ESCO001.0321.01354.C001.PICI.TypeA.Set1
head and packaging	3	ESCO001.0321.01354.C001.PICI.TypeA.Set1
integration and excision	1	ESCO001.0321.01354.C001.PICI.TypeA.Set1
lysis	0	ESCO001.0321.01354.C001.PICI.TypeA.Set1
moron, auxiliary metabolic gene and host takeover	0	ESCO001.0321.01354.C001.PICI.TypeA.Set1
other	0	ESCO001.0321.01354.C001.PICI.TypeA.Set1
tail	0	ESCO001.0321.01354.C001.PICI.TypeA.Set1
transcription regulation	0	ESCO001.0321.01354.C001.PICI.TypeA.Set1
unknown function	18	ESCO001.0321.01354.C001.PICI.TypeA.Set1
tRNAs	0	ESCO001.0321.01354.C001.PICI.TypeA.Set1
CRISPRs	0	ESCO001.0321.01354.C001.PICI.TypeA.Set1
tmRNAs	0	ESCO001.0321.01354.C001.PICI.TypeA.Set1
VFDB_Virulence_Factors	0	ESCO001.0321.01354.C001.PICI.TypeA.Set1
CARD_AMR_Genes	0	ESCO001.0321.01354.C001.PICI.TypeA.Set1
CDS	19	STCA007.0321.00004.C001.PICI.TypeB.variant0002.Set1
connector	0	STCA007.0321.00004.C001.PICI.TypeB.variant0002.Set1
DNA, RNA and nucleotide metabolism	2	STCA007.0321.00004.C001.PICI.TypeB.variant0002.Set1
head and packaging	2	STCA007.0321.00004.C001.PICI.TypeB.variant0002.Set1
integration and excision	1	STCA007.0321.00004.C001.PICI.TypeB.variant0002.Set1
lysis	0	STCA007.0321.00004.C001.PICI.TypeB.variant0002.Set1
moron, auxiliary metabolic gene and host takeover	0	STCA007.0321.00004.C001.PICI.TypeB.variant0002.Set1
other	0	STCA007.0321.00004.C001.PICI.TypeB.variant0002.Set1
tail	0	STCA007.0321.00004.C001.PICI.TypeB.variant0002.Set1
transcription regulation	2	STCA007.0321.00004.C001.PICI.TypeB.variant0002.Set1
unknown function	12	STCA007.0321.00004.C001.PICI.TypeB.variant0002.Set1
tRNAs	0	STCA007.0321.00004.C001.PICI.TypeB.variant0002.Set1
CRISPRs	0	STCA007.0321.00004.C001.PICI.TypeB.variant0002.Set1
tmRNAs	0	STCA007.0321.00004.C001.PICI.TypeB.variant0002.Set1
VFDB_Virulence_Factors	0	STCA007.0321.00004.C001.PICI.TypeB.variant0002.Set1
CARD_AMR_Genes	0	STCA007.0321.00004.C001.PICI.TypeB.variant0002.Set1
CDS	13	MYTU002.0321.00253.C001.PICI.TypeB.variant0004.Set2
connector	0	MYTU002.0321.00253.C001.PICI.TypeB.variant0004.Set2
DNA, RNA and nucleotide metabolism	1	MYTU002.0321.00253.C001.PICI.TypeB.variant0004.Set2
head and packaging	3	MYTU002.0321.00253.C001.PICI.TypeB.variant0004.Set2
integration and excision	1	MYTU002.0321.00253.C001.PICI.TypeB.variant0004.Set2
lysis	0	MYTU002.0321.00253.C001.PICI.TypeB.variant0004.Set2
moron, auxiliary metabolic gene and host takeover	0	MYTU002.0321.00253.C001.PICI.TypeB.variant0004.Set2
other	0	MYTU002.0321.00253.C001.PICI.TypeB.variant0004.Set2
tail	0	MYTU002.0321.00253.C001.PICI.TypeB.variant0004.Set2
transcription regulation	0	MYTU002.0321.00253.C001.PICI.TypeB.variant0004.Set2
unknown function	8	MYTU002.0321.00253.C001.PICI.TypeB.variant0004.Set2
tRNAs	0	MYTU002.0321.00253.C001.PICI.TypeB.variant0004.Set2
CRISPRs	0	MYTU002.0321.00253.C001.PICI.TypeB.variant0004.Set2
tmRNAs	0	MYTU002.0321.00253.C001.PICI.TypeB.variant0004.Set2
VFDB_Virulence_Factors	0	MYTU002.0321.00253.C001.PICI.TypeB.variant0004.Set2
CARD_AMR_Genes	0	MYTU002.0321.00253.C001.PICI.TypeB.variant0004.Set2
CDS	13	MYTU002.0321.00199.C001.PICI.TypeB.variant0003.Set1
connector	0	MYTU002.0321.00199.C001.PICI.TypeB.variant0003.Set1
DNA, RNA and nucleotide metabolism	0	MYTU002.0321.00199.C001.PICI.TypeB.variant0003.Set1
head and packaging	3	MYTU002.0321.00199.C001.PICI.TypeB.variant0003.Set1
integration and excision	2	MYTU002.0321.00199.C001.PICI.TypeB.variant0003.Set1
lysis	0	MYTU002.0321.00199.C001.PICI.TypeB.variant0003.Set1
moron, auxiliary metabolic gene and host takeover	0	MYTU002.0321.00199.C001.PICI.TypeB.variant0003.Set1
other	0	MYTU002.0321.00199.C001.PICI.TypeB.variant0003.Set1
tail	0	MYTU002.0321.00199.C001.PICI.TypeB.variant0003.Set1
transcription regulation	0	MYTU002.0321.00199.C001.PICI.TypeB.variant0003.Set1
unknown function	8	MYTU002.0321.00199.C001.PICI.TypeB.variant0003.Set1
tRNAs	0	MYTU002.0321.00199.C001.PICI.TypeB.variant0003.Set1
CRISPRs	0	MYTU002.0321.00199.C001.PICI.TypeB.variant0003.Set1
tmRNAs	0	MYTU002.0321.00199.C001.PICI.TypeB.variant0003.Set1
VFDB_Virulence_Factors	0	MYTU002.0321.00199.C001.PICI.TypeB.variant0003.Set1
CARD_AMR_Genes	0	MYTU002.0321.00199.C001.PICI.TypeB.variant0003.Set1
CDS	18	ESCO001.0321.00781.C001.PICI.TypeA.Set1
connector	0	ESCO001.0321.00781.C001.PICI.TypeA.Set1
DNA, RNA and nucleotide metabolism	1	ESCO001.0321.00781.C001.PICI.TypeA.Set1
head and packaging	3	ESCO001.0321.00781.C001.PICI.TypeA.Set1
integration and excision	2	ESCO001.0321.00781.C001.PICI.TypeA.Set1
lysis	0	ESCO001.0321.00781.C001.PICI.TypeA.Set1
moron, auxiliary metabolic gene and host takeover	0	ESCO001.0321.00781.C001.PICI.TypeA.Set1
other	0	ESCO001.0321.00781.C001.PICI.TypeA.Set1
tail	0	ESCO001.0321.00781.C001.PICI.TypeA.Set1
transcription regulation	1	ESCO001.0321.00781.C001.PICI.TypeA.Set1
unknown function	11	ESCO001.0321.00781.C001.PICI.TypeA.Set1
tRNAs	0	ESCO001.0321.00781.C001.PICI.TypeA.Set1
CRISPRs	0	ESCO001.0321.00781.C001.PICI.TypeA.Set1
tmRNAs	0	ESCO001.0321.00781.C001.PICI.TypeA.Set1
VFDB_Virulence_Factors	0	ESCO001.0321.00781.C001.PICI.TypeA.Set1
CARD_AMR_Genes	0	ESCO001.0321.00781.C001.PICI.TypeA.Set1
CDS	20	ESCO001.0321.00501.C001.PICI.TypeB.variant0001.Set2
connector	0	ESCO001.0321.00501.C001.PICI.TypeB.variant0001.Set2
DNA, RNA and nucleotide metabolism	1	ESCO001.0321.00501.C001.PICI.TypeB.variant0001.Set2
head and packaging	1	ESCO001.0321.00501.C001.PICI.TypeB.variant0001.Set2
integration and excision	2	ESCO001.0321.00501.C001.PICI.TypeB.variant0001.Set2
lysis	0	ESCO001.0321.00501.C001.PICI.TypeB.variant0001.Set2
moron, auxiliary metabolic gene and host takeover	0	ESCO001.0321.00501.C001.PICI.TypeB.variant0001.Set2
other	0	ESCO001.0321.00501.C001.PICI.TypeB.variant0001.Set2
tail	0	ESCO001.0321.00501.C001.PICI.TypeB.variant0001.Set2
transcription regulation	0	ESCO001.0321.00501.C001.PICI.TypeB.variant0001.Set2
unknown function	16	ESCO001.0321.00501.C001.PICI.TypeB.variant0001.Set2
tRNAs	0	ESCO001.0321.00501.C001.PICI.TypeB.variant0001.Set2
CRISPRs	0	ESCO001.0321.00501.C001.PICI.TypeB.variant0001.Set2
tmRNAs	0	ESCO001.0321.00501.C001.PICI.TypeB.variant0001.Set2
VFDB_Virulence_Factors	0	ESCO001.0321.00501.C001.PICI.TypeB.variant0001.Set2
CARD_AMR_Genes	0	ESCO001.0321.00501.C001.PICI.TypeB.variant0001.Set2
CDS	18	ESCO001.0321.00410.C001.PICI.TypeB.variant0003.Set1
connector	0	ESCO001.0321.00410.C001.PICI.TypeB.variant0003.Set1
DNA, RNA and nucleotide metabolism	1	ESCO001.0321.00410.C001.PICI.TypeB.variant0003.Set1
head and packaging	3	ESCO001.0321.00410.C001.PICI.TypeB.variant0003.Set1
integration and excision	2	ESCO001.0321.00410.C001.PICI.TypeB.variant0003.Set1
lysis	0	ESCO001.0321.00410.C001.PICI.TypeB.variant0003.Set1
moron, auxiliary metabolic gene and host takeover	0	ESCO001.0321.00410.C001.PICI.TypeB.variant0003.Set1
other	0	ESCO001.0321.00410.C001.PICI.TypeB.variant0003.Set1
tail	0	ESCO001.0321.00410.C001.PICI.TypeB.variant0003.Set1
transcription regulation	1	ESCO001.0321.00410.C001.PICI.TypeB.variant0003.Set1
unknown function	11	ESCO001.0321.00410.C001.PICI.TypeB.variant0003.Set1
tRNAs	0	ESCO001.0321.00410.C001.PICI.TypeB.variant0003.Set1
CRISPRs	0	ESCO001.0321.00410.C001.PICI.TypeB.variant0003.Set1
tmRNAs	0	ESCO001.0321.00410.C001.PICI.TypeB.variant0003.Set1
VFDB_Virulence_Factors	0	ESCO001.0321.00410.C001.PICI.TypeB.variant0003.Set1
CARD_AMR_Genes	0	ESCO001.0321.00410.C001.PICI.TypeB.variant0003.Set1
CDS	13	MYTU002.0321.00057.C001.PICI.TypeB.variant0004.Set1
connector	0	MYTU002.0321.00057.C001.PICI.TypeB.variant0004.Set1
DNA, RNA and nucleotide metabolism	1	MYTU002.0321.00057.C001.PICI.TypeB.variant0004.Set1
head and packaging	3	MYTU002.0321.00057.C001.PICI.TypeB.variant0004.Set1
integration and excision	1	MYTU002.0321.00057.C001.PICI.TypeB.variant0004.Set1
lysis	0	MYTU002.0321.00057.C001.PICI.TypeB.variant0004.Set1
moron, auxiliary metabolic gene and host takeover	0	MYTU002.0321.00057.C001.PICI.TypeB.variant0004.Set1
other	0	MYTU002.0321.00057.C001.PICI.TypeB.variant0004.Set1
tail	0	MYTU002.0321.00057.C001.PICI.TypeB.variant0004.Set1
